sid|list|delist|list_entry|delist_entry
002413.SZ|20100528|||
002414.SZ|20100716|||
002415.SZ|20100528|||
002416.SZ|20100528|||
002417.SZ|20100601|20230710||20230710
002418.SZ|20100601|||
002419.SZ|20100601|||
002420.SZ|20100601|||
002421.SZ|20100603|||
002422.SZ|20100603|||
002423.SZ|20100603|||
002424.SZ|20100603|||
002425.SZ|20100608|||
002426.SZ|20100608|||
002427.SZ|20100608|||
002428.SZ|20100608|||
002429.SZ|20100610|||
002430.SZ|20100610|||
002431.SZ|20100610|||
002432.SZ|20100610|||
002433.SZ|20100618|20240705||20240705
002434.SZ|20100618|||
002435.SZ|20100618|20240815||20240815
002436.SZ|20100618|||
002437.SZ|20100623|||
002438.SZ|20100623|||
002439.SZ|20100623|||
002440.SZ|20100706|||
002441.SZ|20100706|||
002442.SZ|20100706|||
002443.SZ|20100706|||
002444.SZ|20100713|||
002445.SZ|20100713|||
002446.SZ|20100713|||
002447.SZ|20100713|20220627||20220627
002448.SZ|20100716|||
002449.SZ|20100716|||
002450.SZ|20100716|20210531||
002451.SZ|20100720|||
002452.SZ|20100720|||
002453.SZ|20100720|||
002454.SZ|20100720|||
002455.SZ|20100803|||
002456.SZ|20100803|||
002457.SZ|20100803|||
002458.SZ|20100810|||
002459.SZ|20100810|||
002460.SZ|20100810|||
002461.SZ|20100818|||
002462.SZ|20100818|||
002463.SZ|20100818|||
002464.SZ|20100831|20220628||20220628
002465.SZ|20100831|||
002466.SZ|20100831|||
002467.SZ|20100908|||
002468.SZ|20100908|||
002469.SZ|20100908|||
002470.SZ|20100908|||
002471.SZ|20100910|||
002472.SZ|20100910|||
002473.SZ|20100910|20220622||20220622
002474.SZ|20100915|||
002475.SZ|20100915|||
002476.SZ|20100915|||
002477.SZ|20100915|20191016||
002478.SZ|20100921|||
002479.SZ|20100921|||
002480.SZ|20100921|||
002481.SZ|20100921|||
002482.SZ|20100929|||
002483.SZ|20100929|||
002484.SZ|20100929|||
002485.SZ|20101015|||
002486.SZ|20101015|||
002487.SZ|20101015|||
002488.SZ|20101021|||
002489.SZ|20101021|||
002490.SZ|20101021|||
002491.SZ|20101021|||
002492.SZ|20101102|||
002493.SZ|20101102|||
002494.SZ|20101102|||
002495.SZ|20101102|||
002496.SZ|20101109|||
002497.SZ|20101109|||
002498.SZ|20101109|||
002499.SZ|20101109|20230418||20230418
002500.SZ|20101115|||
002501.SZ|20101117|||
002502.SZ|20101117|20240905||20240906
002503.SZ|20101117|20230811||20230810
002504.SZ|20101118|20230821||20230821
002505.SZ|20101118|20240830||20240830
002506.SZ|20101118|||
002507.SZ|20101123|||
002508.SZ|20101123|||
002509.SZ|20101123|20200720||
002510.SZ|20101125|||
002511.SZ|20101125|||
002512.SZ|20101203|||
002513.SZ|20101203|||
002514.SZ|20101203|||
002515.SZ|20101203|||
002516.SZ|20101207|||
002517.SZ|20101207|||
002518.SZ|20101207|||
002519.SZ|20101207|||
002520.SZ|20101210|||
002521.SZ|20101210|||
002522.SZ|20101210|||
002523.SZ|20101210|||
002524.SZ|20101217|||
002526.SZ|20101217|||
002527.SZ|20101224|||
002528.SZ|20101224|||
002529.SZ|20101224|||
002530.SZ|20101231|||
002531.SZ|20101231|||
002532.SZ|20101231|||
002533.SZ|20101231|||
002534.SZ|20110110|||
002535.SZ|20110111|||
002536.SZ|20110111|||
002537.SZ|20110110|||
002538.SZ|20110118|||
002539.SZ|20110118|||
002540.SZ|20110118|||
002541.SZ|20110118|||
002542.SZ|20110128|||
002543.SZ|20110128|||
002544.SZ|20110128|||
002545.SZ|20110211|||
002546.SZ|20110211|||
002547.SZ|20110218|||
002548.SZ|20110218|||
002549.SZ|20110218|||
002550.SZ|20110218|||
002551.SZ|20110225|||
002552.SZ|20110225|||
002553.SZ|20110225|||
002554.SZ|20110225|||
002555.SZ|20110302|||
002556.SZ|20110302|||
002557.SZ|20110302|||
002558.SZ|20110302|||
002559.SZ|20110303|||
002560.SZ|20110303|||
002561.SZ|20110303|||
002562.SZ|20110310|||
002563.SZ|20110311|||
002564.SZ|20110310|||
002565.SZ|20110318|||
002566.SZ|20110318|||
002567.SZ|20110325|||
002568.SZ|20110325|||
002569.SZ|20110412|||
002570.SZ|20110412|||
002571.SZ|20110412|||
002572.SZ|20110412|||
002573.SZ|20110422|||
002574.SZ|20110422|||
002575.SZ|20110422|||
002576.SZ|20110428|||
002577.SZ|20110428|||
002578.SZ|20110428|||
002579.SZ|20110506|||
002580.SZ|20110506|||
002581.SZ|20110520|||
002582.SZ|20110520|||
002583.SZ|20110527|||
002584.SZ|20110602|||
002585.SZ|20110602|||
002586.SZ|20110602|||
002587.SZ|20110610|||
002588.SZ|20110610|||
002589.SZ|20110610|||
002590.SZ|20110610|||
002591.SZ|20110621|||
002592.SZ|20111111|||
002593.SZ|20110628|||
002594.SZ|20110630|||
002595.SZ|20110628|||
002596.SZ|20110707|||
002597.SZ|20110707|||
002598.SZ|20110707|||
002599.SZ|20110715|||
002600.SZ|20110715|||
002601.SZ|20110715|||
002602.SZ|20110728|||
002603.SZ|20110728|||
002604.SZ|20110728|20200715||
002605.SZ|20110805|||
002606.SZ|20110805|||
002607.SZ|20110810|||
002608.SZ|20110810|||
002609.SZ|20110815|||
002610.SZ|20110815|20240812||20240812
002611.SZ|20110830|||
002612.SZ|20110830|||
002613.SZ|20110830|||
002614.SZ|20110909|||
002615.SZ|20110909|||
002616.SZ|20110920|||
002617.SZ|20110920|||
002618.SZ|20110920|20220622||20220622
002619.SZ|20110929|20220428||20220428
002620.SZ|20110929|||
002621.SZ|20110929|||
002622.SZ|20111018|||
002623.SZ|20111013|||
002624.SZ|20111028|||
002625.SZ|20111103|||
002626.SZ|20111028|||
002627.SZ|20111103|||
002628.SZ|20111103|||
002629.SZ|20111103|||
002630.SZ|20111111|||
002631.SZ|20111111|||
002632.SZ|20111122|||
002633.SZ|20111122|||
002634.SZ|20111205|||
002635.SZ|20111125|||
002636.SZ|20111125|||
002637.SZ|20111125|||
002638.SZ|20111125|||
002639.SZ|20111205|||
002640.SZ|20111208|||
002641.SZ|20111208|||
002642.SZ|20111220|||
002643.SZ|20111220|||
002644.SZ|20111222|||
002645.SZ|20111220|||
002646.SZ|20111222|||
002647.SZ|20111228|||
002648.SZ|20111228|||
002649.SZ|20120106|||
002650.SZ|20120106|||
002651.SZ|20120106|||
002652.SZ|20120119|||
002653.SZ|20120117|||
002654.SZ|20120217|||
002655.SZ|20120217|||
002656.SZ|20120228|||
002657.SZ|20120228|||
002658.SZ|20120309|||
002659.SZ|20120309|||
002660.SZ|20120316|||
002661.SZ|20120316|||
002662.SZ|20120309|||
002663.SZ|20120316|||
002664.SZ|20120316|||
002665.SZ|20120327|20240826||20240826
002666.SZ|20120327|||
002667.SZ|20120329|||
002668.SZ|20120416|||
002669.SZ|20120416|||
002670.SZ|20120416|||
002671.SZ|20120426|||
002672.SZ|20120426|||
002673.SZ|20120503|||
002674.SZ|20120507|||
002675.SZ|20120525|||
002676.SZ|20120525|||
002677.SZ|20120525|||
002678.SZ|20120530|||
002679.SZ|20120605|||
002680.SZ|20120605|20191127||
002681.SZ|20120605|||
002682.SZ|20120612|||
002683.SZ|20120612|||
002684.SZ|20120612|20220627||20220627
002685.SZ|20120612|||
002686.SZ|20120703|||
002687.SZ|20120713|||
002688.SZ|20120713|||
002689.SZ|20120717|||
002690.SZ|20120731|||
002691.SZ|20120731|||
002692.SZ|20120808|||
002693.SZ|20120808|||
002694.SZ|20120816|||
002695.SZ|20120905|||
002696.SZ|20120905|||
002697.SZ|20120905|||
002698.SZ|20120911|||
002699.SZ|20120911|20240605||20240604
002700.SZ|20120921|||
002701.SZ|20121011|||
002702.SZ|20121011|||
002703.SZ|20121102|||
002705.SZ|20140121|||
002706.SZ|20140121|||
002707.SZ|20140123|||
002708.SZ|20140121|||
002709.SZ|20140123|||
002711.SZ|20140127|20210715||
002712.SZ|20140123|||
002713.SZ|20140219|||
002714.SZ|20140128|||
002715.SZ|20140219|||
002716.SZ|20140128|||
002717.SZ|20140219|||
002718.SZ|20140128|||
002719.SZ|20140128|||
002721.SZ|20140127|||
002722.SZ|20140128|||
002723.SZ|20140129|||
002724.SZ|20141104|||
002725.SZ|20140129|||
002726.SZ|20140626|||
002727.SZ|20140702|||
002728.SZ|20140731|||
002729.SZ|20140912|||
002730.SZ|20141009|||
002731.SZ|20141104|||
002732.SZ|20141205|||
002733.SZ|20141203|||
002734.SZ|20150127|||
002735.SZ|20141203|||
002736.SZ|20141229|||
002737.SZ|20141230|||
002738.SZ|20141230|||
002739.SZ|20150122|||
002740.SZ|20150122|20240304||20240304
002741.SZ|20150216|||
002742.SZ|20150217|||
002743.SZ|20150217|||
002745.SZ|20150217|||
002746.SZ|20150216|||
002747.SZ|20150320|||
002748.SZ|20150319|||
002749.SZ|20150320|||
002750.SZ|20150324|||
002751.SZ|20150424|20230713||20230713
002752.SZ|20150422|||
002753.SZ|20150519|||
002755.SZ|20150515|||
002756.SZ|20150515|||
002757.SZ|20150527|||
002758.SZ|20150527|||
002759.SZ|20150528|||
002760.SZ|20150611|||
002761.SZ|20150610|||
002762.SZ|20150610|||
002763.SZ|20150610|||
002765.SZ|20150612|||
002766.SZ|20150611|||
002767.SZ|20150612|||
002768.SZ|20150630|||
002769.SZ|20150629|||
002770.SZ|20150630|20220623||20220623
002771.SZ|20150629|||
002772.SZ|20150626|||
002773.SZ|20150626|||
002774.SZ|20170324|||
002775.SZ|20150629|||
002776.SZ|20150626|20240125||20240123
002777.SZ|20151231|||
002778.SZ|20160106|||
002779.SZ|20151209|||
002780.SZ|20151209|||
002781.SZ|20151222|20230705||20230705
002782.SZ|20151222|||
002783.SZ|20151209|||
002785.SZ|20151223|||
002786.SZ|20151223|||
002787.SZ|20151231|||
002788.SZ|20160218|||
002789.SZ|20160311|||
002790.SZ|20160308|||
002791.SZ|20160329|||
002792.SZ|20160328|||
002793.SZ|20160415|||
002795.SZ|20160428|||
002796.SZ|20160510|||
002797.SZ|20160511|||
002798.SZ|20160525|||
002799.SZ|20160608|||
002800.SZ|20160530|||
002801.SZ|20160622|||
002802.SZ|20160629|||
002803.SZ|20160712|||
002805.SZ|20160707|||
002806.SZ|20160726|||
002807.SZ|20160902|||
002808.SZ|20160812|||
002809.SZ|20160823|||
002810.SZ|20160826|||
002811.SZ|20160908|||
002812.SZ|20160914|||
002813.SZ|20161012|||
002815.SZ|20161012|||
002816.SZ|20161025|||
002817.SZ|20161025|||
002818.SZ|20161109|||
002819.SZ|20161111|||
002820.SZ|20161118|||
002821.SZ|20161118|||
002822.SZ|20161129|||
002823.SZ|20161124|||
002824.SZ|20170112|||
002825.SZ|20161129|||
002826.SZ|20161209|||
002827.SZ|20161209|||
002828.SZ|20161208|||
002829.SZ|20161213|||
002830.SZ|20161213|||
002831.SZ|20161216|||
002832.SZ|20161223|||
002833.SZ|20161228|||
002835.SZ|20161228|||
002836.SZ|20161229|||
002837.SZ|20161229|||
002838.SZ|20170106|||
002839.SZ|20170124|||
002840.SZ|20170110|||
002841.SZ|20170119|||
002842.SZ|20170119|||
002843.SZ|20170120|||
002845.SZ|20170125|||
002846.SZ|20170207|||
002847.SZ|20170208|||
002848.SZ|20170213|||
002849.SZ|20170217|||
002850.SZ|20170302|||
002851.SZ|20170306|||
002852.SZ|20170310|||
002853.SZ|20170310|||
002855.SZ|20170321|||
002856.SZ|20170320|||
002857.SZ|20170323|||
002858.SZ|20170324|||
002859.SZ|20170407|||
002860.SZ|20170412|||
002861.SZ|20170413|||
002862.SZ|20170411|||
002863.SZ|20170418|||
002864.SZ|20171116|||
002865.SZ|20170425|||
002866.SZ|20170426|||
002867.SZ|20170427|||
002868.SZ|20170503|||
002869.SZ|20170515|||
002870.SZ|20170515|||
002871.SZ|20170511|||
002872.SZ|20170519|||
002873.SZ|20170519|||
002875.SZ|20170601|||
002876.SZ|20170525|||
002877.SZ|20170605|||
002878.SZ|20170606|||
002879.SZ|20170707|||
002880.SZ|20170616|||
002881.SZ|20170622|||
002882.SZ|20170717|||
002883.SZ|20170620|||
002884.SZ|20170711|||
002885.SZ|20170627|||
002886.SZ|20170627|||
002887.SZ|20170801|||
002888.SZ|20170721|||
002889.SZ|20170731|||
002890.SZ|20170802|||
002891.SZ|20170821|||
002892.SZ|20170817|||
002893.SZ|20170915|||
002895.SZ|20170825|||
002896.SZ|20170829|||
002897.SZ|20170907|||
002898.SZ|20170912|||
002899.SZ|20170915|||
002900.SZ|20170922|||
002901.SZ|20170922|||
002902.SZ|20170929|||
002903.SZ|20171013|||
002905.SZ|20171016|||
002906.SZ|20171013|||
002907.SZ|20171020|||
002908.SZ|20171020|||
002909.SZ|20171026|||
002910.SZ|20171031|||
002911.SZ|20171122|||
002912.SZ|20171121|||
002913.SZ|20171201|||
002915.SZ|20171205|||
002916.SZ|20171213|||
002917.SZ|20171208|||
002918.SZ|20171219|||
002919.SZ|20171218|||
002920.SZ|20171226|||
002921.SZ|20171227|||
002922.SZ|20171229|||
002923.SZ|20180105|||
002925.SZ|20180115|||
002926.SZ|20180205|||
002927.SZ|20180223|||
002928.SZ|20180302|||
002929.SZ|20180301|||
002930.SZ|20180328|||
002931.SZ|20180403|||
002932.SZ|20180710|||
002933.SZ|20180828|||
002935.SZ|20180903|||
002936.SZ|20180919|||
002937.SZ|20180926|||
002938.SZ|20180918|||
002939.SZ|20181026|||
002940.SZ|20181023|||
002941.SZ|20181128|||
002942.SZ|20181205|||
002943.SZ|20181129|||
002945.SZ|20190117|||
002946.SZ|20190125|||
002947.SZ|20190201|||
002948.SZ|20190116|||
002949.SZ|20190226|||
002950.SZ|20190311|||
002951.SZ|20190315|||
002952.SZ|20190328|||
002953.SZ|20190509|||
002955.SZ|20190523|||
002956.SZ|20190619|||
002957.SZ|20190726|||
002958.SZ|20190326|||
002959.SZ|20190823|||
002960.SZ|20190809|||
002961.SZ|20190905|||
002962.SZ|20190917|||
002963.SZ|20191028|||
002965.SZ|20191025|||
002966.SZ|20190802|||
002967.SZ|20191108|||
002968.SZ|20191203|||
002969.SZ|20191202|||
002970.SZ|20191217|||
002971.SZ|20200113|||
002972.SZ|20191227|||
002973.SZ|20200106|||
002975.SZ|20200205|||
002976.SZ|20200306|||
002977.SZ|20200317|||
002978.SZ|20200417|||
002979.SZ|20200408|||
002980.SZ|20200415|||
002981.SZ|20200417|||
002982.SZ|20200424|||
002983.SZ|20200428|||
002984.SZ|20200911|||
002985.SZ|20200429|||
002986.SZ|20200602|||
002987.SZ|20200507|||
002988.SZ|20200518|||
002989.SZ|20200610|||
002990.SZ|20200525|||
002991.SZ|20200731|||
002992.SZ|20200803|||
002993.SZ|20200817|||
002995.SZ|20200805|||
002996.SZ|20200828|||
002997.SZ|20200903|||
002998.SZ|20200925|||
002999.SZ|20200903|||
003000.SZ|20200914|||
003001.SZ|20201013|||
003002.SZ|20200922|||
003003.SZ|20200921|||
003004.SZ|20201126|||
003005.SZ|20200922|||
003006.SZ|20200921|||
003007.SZ|20200923|||
003008.SZ|20200923|||
003009.SZ|20200925|||
003010.SZ|20200925|||
003011.SZ|20200930|||
003012.SZ|20201019|||
003013.SZ|20201022|||
003015.SZ|20201021|||
003016.SZ|20201026|||
003017.SZ|20201026|||
003018.SZ|20201106|||
003019.SZ|20201117|||
003020.SZ|20201215|||
003021.SZ|20201204|||
003022.SZ|20201208|||
003023.SZ|20201211|||
003025.SZ|20201211|||
003026.SZ|20201218|||
003027.SZ|20201218|||
003028.SZ|20201228|||
003029.SZ|20201224|||
003030.SZ|20210106|||
003031.SZ|20210104|||
003032.SZ|20210112|||
003033.SZ|20210111|||
003035.SZ|20210119|||
003036.SZ|20210128|||
003037.SZ|20210204|||
003038.SZ|20210210|||
003039.SZ|20210308|||
003040.SZ|20210322|||
003041.SZ|20210406|||
003042.SZ|20210406|||
003043.SZ|20210406|||
003816.SZ|20190826|||
300001.SZ|20091030|||
300002.SZ|20091030|||
300003.SZ|20091030|||
300004.SZ|20091030|||
300005.SZ|20091030|||
300006.SZ|20091030|||
300007.SZ|20091030|||
300008.SZ|20091030|||
300009.SZ|20091030|||
300010.SZ|20091030|||
300011.SZ|20091030|||
300012.SZ|20091030|||
300013.SZ|20091030|||
300014.SZ|20091030|||
300015.SZ|20091030|||
300016.SZ|20091030|||
300017.SZ|20091030|||
300018.SZ|20091030|||
300019.SZ|20091030|||
300020.SZ|20091030|||
300021.SZ|20091030|||
300022.SZ|20091030|||
300023.SZ|20091030|20220629||20220629
300024.SZ|20091030|||
300025.SZ|20091030|||
300026.SZ|20091030|||
300027.SZ|20091030|||
300028.SZ|20091030|20200803||
300029.SZ|20091225|||
300030.SZ|20091225|||
300031.SZ|20091225|||
300032.SZ|20091225|||
300033.SZ|20091225|||
300034.SZ|20091225|||
300035.SZ|20091225|||
300036.SZ|20091225|||
300037.SZ|20100108|||
300038.SZ|20100108|20220630||20220630
300039.SZ|20100108|||
300040.SZ|20100108|||
300041.SZ|20100108|||
300042.SZ|20100108|||
300043.SZ|20100120|||
300044.SZ|20100120|||
300045.SZ|20100120|||
300046.SZ|20100120|||
300047.SZ|20100120|||
300048.SZ|20100120|||
300049.SZ|20100120|||
300050.SZ|20100120|||
300051.SZ|20100211|||
300052.SZ|20100211|||
300053.SZ|20100211|||
300054.SZ|20100211|||
300055.SZ|20100226|||
300056.SZ|20100226|||
300057.SZ|20100226|||
300058.SZ|20100226|||
300059.SZ|20100319|||
300061.SZ|20100319|||
300062.SZ|20100319|||
300063.SZ|20100326|||
300064.SZ|20100326|20220627||20220627
300065.SZ|20100326|||
300066.SZ|20100326|||
300067.SZ|20100421|||
300068.SZ|20100421|||
300069.SZ|20100421|||
300070.SZ|20100421|||
300071.SZ|20100421|||
300072.SZ|20100427|||
300073.SZ|20100427|||
300074.SZ|20100427|||
300075.SZ|20100427|||
300076.SZ|20100430|||
300077.SZ|20100430|||
300078.SZ|20100430|||
300079.SZ|20100430|||
300080.SZ|20100625|||
300081.SZ|20100520|||
300082.SZ|20100520|||
300083.SZ|20100520|||
300084.SZ|20100520|||
300085.SZ|20100526|||
300086.SZ|20100526|||
300087.SZ|20100526|||
300088.SZ|20100526|||
300089.SZ|20100625|20230713||20230713
300090.SZ|20100625|20200825||
300091.SZ|20100625|||
300092.SZ|20100708|||
300093.SZ|20100708|||
300094.SZ|20100708|||
300095.SZ|20100728|||
300096.SZ|20100728|||
300097.SZ|20100728|||
300098.SZ|20100728|||
300099.SZ|20100806|||
300100.SZ|20100806|||
300101.SZ|20100806|||
300102.SZ|20100812|||
300103.SZ|20100812|||
300104.SZ|20100812|20200721||
300105.SZ|20100820|||
300106.SZ|20100820|||
300107.SZ|20100820|||
300108.SZ|20100825|||
300109.SZ|20100825|||
300110.SZ|20100825|||
300111.SZ|20100827|||
300112.SZ|20100827|||
300113.SZ|20100827|||
300114.SZ|20100827|||
300115.SZ|20100902|||
300116.SZ|20100902|20240725||20240724
300117.SZ|20100902|||
300118.SZ|20100902|||
300119.SZ|20100917|||
300120.SZ|20100917|||
300121.SZ|20100917|||
300122.SZ|20100928|||
300123.SZ|20100928|||
300124.SZ|20100928|||
300125.SZ|20101013|||
300126.SZ|20101013|||
300127.SZ|20101013|||
300128.SZ|20101013|||
300129.SZ|20101019|||
300130.SZ|20101019|||
300131.SZ|20101019|||
300132.SZ|20101026|||
300133.SZ|20101026|||
300134.SZ|20101026|||
300135.SZ|20101026|||
300136.SZ|20101105|||
300137.SZ|20101105|||
300138.SZ|20101105|||
300139.SZ|20101112|||
300140.SZ|20101112|||
300141.SZ|20101112|||
300142.SZ|20101112|||
300143.SZ|20101209|||
300144.SZ|20101209|||
300145.SZ|20101209|||
300146.SZ|20101215|||
300147.SZ|20101215|||
300148.SZ|20101215|||
300149.SZ|20101222|||
300150.SZ|20101222|||
300151.SZ|20101222|||
300152.SZ|20101229|||
300153.SZ|20101229|||
300154.SZ|20101229|||
300155.SZ|20110107|||
300156.SZ|20110107|20200825||
300157.SZ|20110107|||
300158.SZ|20110107|||
300159.SZ|20110107|||
300160.SZ|20110113|||
300161.SZ|20110113|||
300162.SZ|20110113|||
300163.SZ|20110113|||
300164.SZ|20110113|||
300165.SZ|20110125|||
300166.SZ|20110125|||
300167.SZ|20110125|||
300168.SZ|20110125|||
300169.SZ|20110125|||
300170.SZ|20110201|||
300171.SZ|20110201|||
300172.SZ|20110201|||
300173.SZ|20110201|||
300174.SZ|20110201|||
300175.SZ|20110215|||
300176.SZ|20110215|||
300177.SZ|20110215|||
300178.SZ|20110215|20220622||20220622
300179.SZ|20110215|||
300180.SZ|20110222|||
300181.SZ|20110222|||
300182.SZ|20110222|||
300183.SZ|20110222|||
300184.SZ|20110222|||
300185.SZ|20110308|||
300186.SZ|20110308|20151102||
300187.SZ|20110308|||
300188.SZ|20110316|||
300189.SZ|20110316|||
300190.SZ|20110316|||
300191.SZ|20110316|||
300192.SZ|20110322|||
300193.SZ|20110322|||
300194.SZ|20110322|||
300195.SZ|20110329|||
300196.SZ|20110329|||
300197.SZ|20110329|||
300198.SZ|20110407|||
300199.SZ|20110407|||
300200.SZ|20110407|||
300201.SZ|20110407|||
300202.SZ|20110415|20220704||20220704
300203.SZ|20110415|||
300204.SZ|20110415|||
300205.SZ|20110421|||
300206.SZ|20110421|||
300207.SZ|20110421|||
300208.SZ|20110426|||
300209.SZ|20110426|||
300210.SZ|20110426|||
300211.SZ|20110505|||
300212.SZ|20110505|||
300213.SZ|20110505|||
300214.SZ|20110511|||
300215.SZ|20110511|||
300216.SZ|20110511|20200916||
300217.SZ|20110518|||
300218.SZ|20110518|||
300219.SZ|20110518|||
300220.SZ|20110525|||
300221.SZ|20110525|||
300222.SZ|20110525|||
300223.SZ|20110531|||
300224.SZ|20110531|||
300225.SZ|20110531|||
300226.SZ|20110608|||
300227.SZ|20110608|||
300228.SZ|20110608|||
300229.SZ|20110615|||
300230.SZ|20110615|||
300231.SZ|20110615|||
300232.SZ|20110622|||
300233.SZ|20110622|||
300234.SZ|20110622|||
300235.SZ|20110629|||
300236.SZ|20110629|||
300237.SZ|20110629|||
300238.SZ|20110706|||
300239.SZ|20110706|||
300240.SZ|20110706|||
300241.SZ|20110712|||
300242.SZ|20110712|||
300243.SZ|20110712|||
300244.SZ|20110719|||
300245.SZ|20110719|||
300246.SZ|20110719|||
300247.SZ|20110729|||
300248.SZ|20110729|||
300249.SZ|20110803|||
300250.SZ|20110803|||
300251.SZ|20110803|||
300252.SZ|20110818|||
300253.SZ|20110818|||
300254.SZ|20110819|||
300255.SZ|20110819|||
300256.SZ|20110819|||
300257.SZ|20110819|||
300258.SZ|20110826|||
300259.SZ|20110831|||
300260.SZ|20110906|||
300261.SZ|20110906|||
300262.SZ|20110916|20240819||20240819
300263.SZ|20110916|||
300264.SZ|20110916|||
300265.SZ|20110916|||
300266.SZ|20110927|||
300267.SZ|20110927|||
300268.SZ|20110927|||
300269.SZ|20111012|||
300270.SZ|20111012|||
300271.SZ|20111026|||
300272.SZ|20111102|||
300273.SZ|20111026|20230706||20230706
300274.SZ|20111102|||
300275.SZ|20111102|||
300276.SZ|20111115|||
300277.SZ|20111123|||
300278.SZ|20111216|||
300279.SZ|20111229|||
300280.SZ|20111229|||
300281.SZ|20111229|||
300282.SZ|20111229|20240718||20240718
300283.SZ|20120110|||
300284.SZ|20120110|||
300285.SZ|20120113|||
300286.SZ|20120113|||
300287.SZ|20120201|||
300288.SZ|20120216|||
300289.SZ|20120216|||
300290.SZ|20120216|||
300291.SZ|20120209|||
300292.SZ|20120229|||
300293.SZ|20120308|||
300294.SZ|20120308|||
300295.SZ|20120315|||
300296.SZ|20120315|||
300297.SZ|20120315|20230731||20230731
300298.SZ|20120319|||
300299.SZ|20120319|||
300300.SZ|20120319|||
300301.SZ|20120321|||
300302.SZ|20120321|||
300303.SZ|20120319|||
300304.SZ|20120321|||
300305.SZ|20120329|||
300306.SZ|20120329|||
300307.SZ|20120329|||
300308.SZ|20120410|||
300309.SZ|20120410|20230530||20230530
300310.SZ|20120425|||
300311.SZ|20120425|||
300312.SZ|20120508|20220704||20220704
300313.SZ|20120425|||
300314.SZ|20120508|||
300315.SZ|20120511|||
300316.SZ|20120511|||
300317.SZ|20120511|||
300318.SZ|20120523|||
300319.SZ|20120523|||
300320.SZ|20120601|||
300321.SZ|20120523|||
300322.SZ|20120608|||
300323.SZ|20120601|||
300324.SZ|20120608|||
300325.SZ|20120601|20220628||20220628
300326.SZ|20120613|||
300327.SZ|20120613|||
300328.SZ|20120619|||
300329.SZ|20120619|||
300330.SZ|20120619|20230524||20230524
300331.SZ|20120628|||
300332.SZ|20120628|||
300333.SZ|20120628|||
300334.SZ|20120705|||
300335.SZ|20120710|||
300336.SZ|20120710|20230705||20230705
300337.SZ|20120718|||
300338.SZ|20120726|||
300339.SZ|20120718|||
300340.SZ|20120726|||
300341.SZ|20120726|||
300342.SZ|20120726|||
300343.SZ|20120801|||
300344.SZ|20120801|||
300345.SZ|20120801|||
300346.SZ|20120807|||
300347.SZ|20120817|||
300348.SZ|20120817|||
300349.SZ|20120817|||
300350.SZ|20120821|||
300351.SZ|20120920|||
300352.SZ|20120912|||
300353.SZ|20120927|||
300354.SZ|20120920|||
300355.SZ|20120927|||
300356.SZ|20121009|20230713||20230713
300357.SZ|20140121|||
300358.SZ|20140121|||
300359.SZ|20140121|||
300360.SZ|20140121|||
300362.SZ|20140121|20210830||
300363.SZ|20140129|||
300364.SZ|20150121|||
300365.SZ|20140123|||
300366.SZ|20140127|||
300367.SZ|20140129|20220630||20220630
300368.SZ|20140123|||
300369.SZ|20140129|||
300370.SZ|20140123|||
300371.SZ|20140123|||
300372.SZ|20140127|20170828||
300373.SZ|20140123|||
300374.SZ|20150319|||
300375.SZ|20140127|||
300376.SZ|20140127|||
300377.SZ|20140127|||
300378.SZ|20140127|||
300379.SZ|20140128|||
300380.SZ|20140128|||
300381.SZ|20140128|||
300382.SZ|20140129|||
300383.SZ|20140129|||
300384.SZ|20140801|||
300385.SZ|20140626|||
300386.SZ|20140626|||
300387.SZ|20140702|||
300388.SZ|20140801|||
300389.SZ|20140801|||
300390.SZ|20140731|||
300391.SZ|20140801|||
300392.SZ|20140910|20230710||20230710
300393.SZ|20140912|||
300394.SZ|20150217|||
300395.SZ|20140910|||
300396.SZ|20140910|||
300397.SZ|20140910|||
300398.SZ|20141009|||
300399.SZ|20141009|||
300400.SZ|20141010|||
300401.SZ|20141009|||
300402.SZ|20141010|||
300403.SZ|20141030|||
300404.SZ|20150424|||
300405.SZ|20141030|||
300406.SZ|20141030|||
300407.SZ|20141203|||
300408.SZ|20141203|||
300409.SZ|20141203|||
300410.SZ|20141231|||
300411.SZ|20141231|||
300412.SZ|20141231|||
300413.SZ|20150121|||
300414.SZ|20150513|||
300415.SZ|20150123|||
300416.SZ|20150122|||
300417.SZ|20150123|||
300418.SZ|20150121|||
300419.SZ|20150122|||
300420.SZ|20150217|||
300421.SZ|20150217|||
300422.SZ|20150217|||
300423.SZ|20150217|||
300424.SZ|20150422|||
300425.SZ|20150216|||
300426.SZ|20150217|||
300427.SZ|20150217|||
300428.SZ|20150319|||
300429.SZ|20150324|||
300430.SZ|20150319|||
300431.SZ|20150324|20201110||
300432.SZ|20150319|||
300433.SZ|20150318|||
300434.SZ|20150424|||
300435.SZ|20150326|||
300436.SZ|20150422|||
300437.SZ|20150423|||
300438.SZ|20150424|||
300439.SZ|20150422|||
300440.SZ|20150423|||
300441.SZ|20150423|||
300442.SZ|20150424|||
300443.SZ|20150422|||
300444.SZ|20150423|||
300445.SZ|20150424|||
300446.SZ|20150423|||
300447.SZ|20150422|||
300448.SZ|20150424|||
300449.SZ|20150422|||
300450.SZ|20150518|||
300451.SZ|20150514|||
