sid|list|delist|list_entry|delist_entry
300452.SZ|20150515|||
300453.SZ|20150515|||
300454.SZ|20180516|||
300455.SZ|20150515|||
300456.SZ|20150514|||
300457.SZ|20150514|||
300458.SZ|20150515|||
300459.SZ|20150515|||
300460.SZ|20150515|||
300461.SZ|20150519|||
300462.SZ|20150527|||
300463.SZ|20150528|||
300464.SZ|20150610|||
300465.SZ|20150528|||
300466.SZ|20150528|||
300467.SZ|20150527|||
300468.SZ|20150527|||
300469.SZ|20150611|||
300470.SZ|20150612|||
300471.SZ|20150611|||
300472.SZ|20150611|||
300473.SZ|20150612|||
300474.SZ|20160331|||
300475.SZ|20150610|||
300476.SZ|20150611|||
300477.SZ|20150610|||
300478.SZ|20150610|||
300479.SZ|20150612|||
300480.SZ|20150702|||
300481.SZ|20150630|||
300482.SZ|20150630|||
300483.SZ|20150630|||
300484.SZ|20160322|||
300485.SZ|20150626|||
300486.SZ|20150630|||
300487.SZ|20150702|||
300488.SZ|20150701|||
300489.SZ|20150701|||
300490.SZ|20151231|||
300491.SZ|20151231|||
300492.SZ|20151223|||
300493.SZ|20151210|||
300494.SZ|20151231|||
300495.SZ|20151222|20240920||20240920
300496.SZ|20151210|||
300497.SZ|20151222|||
300498.SZ|20151102|||
300499.SZ|20160202|||
300500.SZ|20160204|||
300501.SZ|20160204|||
300502.SZ|20160303|||
300503.SZ|20160309|||
300504.SZ|20180330|||
300505.SZ|20160315|||
300506.SZ|20160324|||
300507.SZ|20160429|||
300508.SZ|20160419|||
300509.SZ|20160425|||
300510.SZ|20160506|||
300511.SZ|20160504|||
300512.SZ|20160526|||
300513.SZ|20160530|||
300514.SZ|20170426|||
300515.SZ|20160608|||
300516.SZ|20160602|||
300517.SZ|20160719|||
300518.SZ|20160624|||
300519.SZ|20160624|||
300520.SZ|20160708|||
300521.SZ|20160705|||
300522.SZ|20160705|||
300523.SZ|20160726|||
300525.SZ|20160726|||
300526.SZ|20160802|20230712||20230712
300527.SZ|20160805|||
300528.SZ|20160808|||
300529.SZ|20160802|||
300530.SZ|20160809|||
300531.SZ|20160809|||
300532.SZ|20160818|||
300533.SZ|20160818|||
300534.SZ|20160913|||
300535.SZ|20160812|||
300536.SZ|20160920|||
300537.SZ|20160830|||
300538.SZ|20160826|||
300539.SZ|20160830|||
300540.SZ|20160823|||
300541.SZ|20160913|||
300542.SZ|20160920|||
300543.SZ|20160908|||
300545.SZ|20160928|||
300546.SZ|20160928|||
300547.SZ|20160930|||
300548.SZ|20161012|||
300549.SZ|20160930|||
300550.SZ|20161018|||
300551.SZ|20161018|||
300552.SZ|20161021|||
300553.SZ|20161021|||
300554.SZ|20170421|||
300555.SZ|20161018|||
300556.SZ|20161104|||
300557.SZ|20161101|||
300558.SZ|20161107|||
300559.SZ|20161101|||
300560.SZ|20161101|||
300561.SZ|20161117|||
300562.SZ|20161116|||
300563.SZ|20161114|||
300564.SZ|20191108|||
300565.SZ|20161122|||
300566.SZ|20161115|||
300567.SZ|20161122|||
300568.SZ|20161201|||
300569.SZ|20161125|||
300570.SZ|20161206|||
300571.SZ|20161213|||
300572.SZ|20161206|||
300573.SZ|20161208|||
300575.SZ|20161220|||
300576.SZ|20161220|||
300577.SZ|20161221|||
300578.SZ|20170125|||
300579.SZ|20161223|||
300580.SZ|20170111|||
300581.SZ|20161220|||
300582.SZ|20161228|||
300583.SZ|20170106|||
300584.SZ|20170112|||
300585.SZ|20161229|||
300586.SZ|20170104|||
300587.SZ|20170105|||
300588.SZ|20170105|||
300589.SZ|20170113|||
300590.SZ|20170111|||
300591.SZ|20170110|||
300592.SZ|20170120|||
300593.SZ|20170113|||
300594.SZ|20190621|||
300595.SZ|20170117|||
300596.SZ|20170119|||
300597.SZ|20170123|||
300598.SZ|20170120|||
300599.SZ|20170123|||
300600.SZ|20170125|||
300601.SZ|20170207|||
300602.SZ|20170126|||
300603.SZ|20170126|||
300604.SZ|20170417|||
300605.SZ|20170208|||
300606.SZ|20170208|||
300607.SZ|20170209|||
300608.SZ|20170213|||
300609.SZ|20170215|||
300610.SZ|20170213|||
300611.SZ|20170220|||
300612.SZ|20170215|||
300613.SZ|20170220|||
300614.SZ|20210525|||
300615.SZ|20170215|||
300616.SZ|20170307|||
300617.SZ|20170228|||
300618.SZ|20170306|||
300619.SZ|20170301|||
300620.SZ|20170310|||
300621.SZ|20170316|||
300622.SZ|20170315|||
300623.SZ|20170314|||
300624.SZ|20180118|||
300625.SZ|20170317|||
300626.SZ|20170320|||
300627.SZ|20170321|||
300628.SZ|20170317|||
300629.SZ|20170324|||
300630.SZ|20170328|||
300631.SZ|20170323|||
300632.SZ|20170406|||
300633.SZ|20170406|||
300634.SZ|20180323|||
300635.SZ|20170331|||
300636.SZ|20170331|||
300637.SZ|20170412|||
300638.SZ|20170413|||
300639.SZ|20170412|||
300640.SZ|20170417|||
300641.SZ|20170418|||
300642.SZ|20170421|||
300643.SZ|20170505|||
300644.SZ|20180206|||
300645.SZ|20170421|||
300647.SZ|20170503|||
300648.SZ|20170425|||
300649.SZ|20170505|||
300650.SZ|20170503|||
300651.SZ|20170509|||
300652.SZ|20170516|||
300653.SZ|20170516|||
300654.SZ|20170926|||
300655.SZ|20170523|||
300656.SZ|20170519|||
300657.SZ|20170523|||
300658.SZ|20170602|||
300659.SZ|20170526|||
300660.SZ|20170602|||
300661.SZ|20170606|||
300662.SZ|20170608|||
300663.SZ|20170608|||
300664.SZ|20180105|||
300665.SZ|20170613|||
300666.SZ|20170615|||
300667.SZ|20170619|||
300668.SZ|20170619|||
300669.SZ|20170629|||
300670.SZ|20170703|||
300671.SZ|20170705|||
300672.SZ|20170712|||
300673.SZ|20170711|||
300674.SZ|20181107|||
300675.SZ|20170719|||
300676.SZ|20170714|||
300677.SZ|20170721|||
300678.SZ|20170728|||
300679.SZ|20170731|||
300680.SZ|20170725|||
300681.SZ|20170725|||
300682.SZ|20170801|||
300683.SZ|20170808|||
300684.SZ|20171227|||
300685.SZ|20170802|||
300686.SZ|20170804|||
300687.SZ|20170803|||
300688.SZ|20170810|||
300689.SZ|20170809|||
300690.SZ|20170808|||
300691.SZ|20170811|||
300692.SZ|20170821|||
300693.SZ|20170822|||
300694.SZ|20181015|||
300695.SZ|20170908|||
300696.SZ|20170822|||
300697.SZ|20170907|||
300698.SZ|20170831|||
300699.SZ|20170901|||
300700.SZ|20170912|||
300701.SZ|20170915|||
300702.SZ|20170919|||
300703.SZ|20170919|||
300705.SZ|20171010|||
300706.SZ|20170926|||
300707.SZ|20171010|||
300708.SZ|20171016|||
300709.SZ|20171019|||
300710.SZ|20171019|||
300711.SZ|20171101|||
300712.SZ|20171031|||
300713.SZ|20171101|||
300715.SZ|20171026|||
300716.SZ|20171109|||
300717.SZ|20171106|||
300718.SZ|20171106|||
300719.SZ|20171109|||
300720.SZ|20171106|||
300721.SZ|20171115|||
300722.SZ|20171110|||
300723.SZ|20171116|||
300724.SZ|20180810|||
300725.SZ|20171110|||
300726.SZ|20171121|||
300727.SZ|20171127|||
300729.SZ|20171201|||
300730.SZ|20171205|||
300731.SZ|20171208|||
300732.SZ|20171212|||
300733.SZ|20180116|||
300735.SZ|20171229|||
300736.SZ|20180109|||
300737.SZ|20180125|||
300738.SZ|20180119|||
300739.SZ|20180201|||
300740.SZ|20180208|||
300741.SZ|20180301|||
300742.SZ|20180508|20240722||20240722
300743.SZ|20180427|||
300745.SZ|20180523|||
300746.SZ|20180525|||
300747.SZ|20180625|||
300748.SZ|20180921|||
300749.SZ|20180925|||
300750.SZ|20180611|||
300751.SZ|20181109|||
300752.SZ|20181130|||
300753.SZ|20181213|||
300755.SZ|20190129|||
300756.SZ|20181228|||
300757.SZ|20190108|||
300758.SZ|20190222|||
300759.SZ|20190128|||
300760.SZ|20181016|||
300761.SZ|20190218|||
300762.SZ|20190314|||
300763.SZ|20190319|||
300765.SZ|20190322|||
300766.SZ|20190325|||
300767.SZ|20190329|||
300768.SZ|20190412|||
300769.SZ|20190415|||
300770.SZ|20190419|||
300771.SZ|20190422|||
300772.SZ|20190426|||
300773.SZ|20190425|||
300774.SZ|20210804|||
300775.SZ|20190521|||
300776.SZ|20190517|||
300777.SZ|20190516|||
300778.SZ|20190510|||
300779.SZ|20190522|||
300780.SZ|20190531|||
300781.SZ|20190606|||
300782.SZ|20190618|||
300783.SZ|20190712|||
300784.SZ|20240607||20240606|
300785.SZ|20190715|||
300786.SZ|20190723|||
300787.SZ|20190815|||
300788.SZ|20190705|||
300789.SZ|20190828|||
300790.SZ|20190920|||
300791.SZ|20190925|||
300792.SZ|20190927|||
300793.SZ|20191018|||
300795.SZ|20191022|||
300796.SZ|20191115|||
300797.SZ|20191101|||
300798.SZ|20191122|||
300799.SZ|20191029|20240729||20240729
300800.SZ|20191106|||
300801.SZ|20191128|||
300802.SZ|20191114|||
300803.SZ|20191118|||
300804.SZ|20230627||20230626|
300805.SZ|20191121|||
300806.SZ|20191125|||
300807.SZ|20191219|||
300808.SZ|20191129|||
300809.SZ|20191204|||
300810.SZ|20191206|||
300811.SZ|20191230|||
300812.SZ|20200109|||
300813.SZ|20200114|||
300814.SZ|20210812|||
300815.SZ|20200123|||
300816.SZ|20200210|||
300817.SZ|20200218|||
300818.SZ|20200212|||
300819.SZ|20200312|||
300820.SZ|20200213|||
300821.SZ|20200312|||
300822.SZ|20200313|||
300823.SZ|20200319|||
300824.SZ|20200619|||
300825.SZ|20200327|||
300826.SZ|20200403|||
300827.SZ|20200410|||
300828.SZ|20200421|||
300829.SZ|20200422|||
300830.SZ|20200506|||
300831.SZ|20200507|||
300832.SZ|20200512|||
300833.SZ|20200520|||
300834.SZ|20220113||20220113|
300835.SZ|20200525|||
300836.SZ|20200528|||
300837.SZ|20200605|||
300838.SZ|20200608|||
300839.SZ|20200630|||
300840.SZ|20200708|||
300841.SZ|20200616|||
300842.SZ|20200618|||
300843.SZ|20200702|||
300844.SZ|20210813|||
300845.SZ|20200703|||
300846.SZ|20200701|||
300847.SZ|20200709|||
300848.SZ|20200720|||
300849.SZ|20200710|||
300850.SZ|20200713|||
300851.SZ|20200717|||
300852.SZ|20200713|||
300853.SZ|20200724|||
300854.SZ|20210916|||
300855.SZ|20200723|||
300856.SZ|20200722|||
300857.SZ|20200727|||
300858.SZ|20200727|||
300859.SZ|20200806|||
300860.SZ|20200824|||
300861.SZ|20200824|||
300862.SZ|20200824|||
300863.SZ|20200824|||
300864.SZ|20200824|||
300865.SZ|20200824|||
300866.SZ|20200824|||
300867.SZ|20200824|||
300868.SZ|20200824|||
300869.SZ|20200824|||
300870.SZ|20200824|||
300871.SZ|20200824|||
300872.SZ|20200824|||
300873.SZ|20200824|||
300875.SZ|20200824|||
300876.SZ|20200824|||
300877.SZ|20200824|||
300878.SZ|20200824|||
300879.SZ|20200901|||
300880.SZ|20200901|||
300881.SZ|20200901|||
300882.SZ|20200910|||
300883.SZ|20200910|||
300884.SZ|20201112|||
300885.SZ|20200910|||
300886.SZ|20200916|||
300887.SZ|20200916|||
300888.SZ|20200917|||
300889.SZ|20200916|||
300890.SZ|20200917|||
300891.SZ|20200917|||
300892.SZ|20200924|||
300893.SZ|20200924|||
300894.SZ|20201231|||
300895.SZ|20200924|||
300896.SZ|20200928|||
300897.SZ|20200928|||
300898.SZ|20201016|||
300899.SZ|20201016|||
300900.SZ|20201029|||
300901.SZ|20201029|||
300902.SZ|20201029|||
300903.SZ|20201105|||
300904.SZ|20230809||20230808|
300905.SZ|20201105|||
300906.SZ|20201105|||
300907.SZ|20201118|||
300908.SZ|20201123|||
300909.SZ|20201118|||
300910.SZ|20201127|||
300911.SZ|20201203|||
300912.SZ|20201207|||
300913.SZ|20201207|||
300915.SZ|20201202|||
300916.SZ|20201202|||
300917.SZ|20201221|||
300918.SZ|20201222|||
300919.SZ|20201223|||
300920.SZ|20201225|||
300921.SZ|20201222|||
300922.SZ|20201225|||
300923.SZ|20201224|||
300925.SZ|20201230|||
300926.SZ|20210107|||
300927.SZ|20210107|||
300928.SZ|20210106|||
300929.SZ|20210120|||
300930.SZ|20210121|||
300931.SZ|20210121|||
300932.SZ|20210122|||
300933.SZ|20210122|||
300935.SZ|20210120|||
300936.SZ|20210126|||
300937.SZ|20210127|||
300938.SZ|20210127|||
300939.SZ|20210128|||
300940.SZ|20210203|||
300941.SZ|20210209|||
300942.SZ|20210209|||
300943.SZ|20210210|||
300945.SZ|20210210|||
300946.SZ|20210208|||
300947.SZ|20210210|||
300948.SZ|20210225|||
300949.SZ|20210226|||
300950.SZ|20210303|||
300951.SZ|20210226|||
300952.SZ|20210311|||
300953.SZ|20210318|||
300955.SZ|20210324|||
300956.SZ|20210326|||
300957.SZ|20210325|||
300958.SZ|20210329|||
300959.SZ|20210322|||
300960.SZ|20210329|||
300961.SZ|20210330|||
300962.SZ|20210409|||
300963.SZ|20210409|||
300964.SZ|20210805|||
300965.SZ|20210402|||
300966.SZ|20210409|||
300967.SZ|20210413|||
300968.SZ|20210415|||
300969.SZ|20210412|||
300970.SZ|20210412|||
300971.SZ|20210415|||
300972.SZ|20210419|||
300973.SZ|20210415|||
300975.SZ|20210421|||
300976.SZ|20210419|||
300977.SZ|20210420|||
300978.SZ|20210426|||
300979.SZ|20210426|||
300980.SZ|20210421|||
300981.SZ|20210427|||
300982.SZ|20210427|||
300983.SZ|20210420|||
300984.SZ|20210618|||
300985.SZ|20210429|||
300986.SZ|20210430|||
300987.SZ|20210511|||
300988.SZ|20210512|||
300989.SZ|20210507|||
300990.SZ|20210512|||
300991.SZ|20210520|||
300992.SZ|20210525|||
300993.SZ|20210524|||
300994.SZ|20210812|||
300995.SZ|20210526|||
300996.SZ|20210603|||
300997.SZ|20210602|||
300998.SZ|20210602|||
300999.SZ|20201015|||
301000.SZ|20210528|||
301001.SZ|20210528|||
301002.SZ|20210607|||
301003.SZ|20210601|||
301004.SZ|20210625|||
301005.SZ|20210601|||
301006.SZ|20210607|||
301007.SZ|20210616|||
301008.SZ|20210611|||
301009.SZ|20210617|||
301010.SZ|20210618|||
301011.SZ|20210617|||
301012.SZ|20210622|||
301013.SZ|20210629|||
301015.SZ|20210630|||
301016.SZ|20210630|||
301017.SZ|20210705|||
301018.SZ|20210707|||
301019.SZ|20210628|||
301020.SZ|20210706|||
301021.SZ|20210706|||
301022.SZ|20210702|||
301023.SZ|20210707|||
301024.SZ|20210728|||
301025.SZ|20210719|||
301026.SZ|20210716|||
301027.SZ|20210715|||
301028.SZ|20210720|||
301029.SZ|20210723|||
301030.SZ|20210722|||
301031.SZ|20210715|||
301032.SZ|20210722|||
301033.SZ|20210726|||
301035.SZ|20210728|||
301036.SZ|20210729|||
301037.SZ|20210730|||
301038.SZ|20210804|||
301039.SZ|20210708|||
301040.SZ|20210803|||
301041.SZ|20210811|||
301042.SZ|20210805|||
301043.SZ|20210811|||
301045.SZ|20210813|||
301046.SZ|20210817|||
301047.SZ|20210816|||
301048.SZ|20210818|||
301049.SZ|20210824|||
301050.SZ|20210824|||
301051.SZ|20210827|||
301052.SZ|20210830|||
301053.SZ|20210901|||
301055.SZ|20210906|||
301056.SZ|20210907|||
301057.SZ|20210909|||
301058.SZ|20210909|||
301059.SZ|20210913|||
301060.SZ|20210913|||
301061.SZ|20210913|||
301062.SZ|20210914|||
301063.SZ|20210924|||
301065.SZ|20210914|||
301066.SZ|20210922|||
301067.SZ|20210922|||
301068.SZ|20210928|||
301069.SZ|20210927|||
301070.SZ|20210923|||
301071.SZ|20210924|||
301072.SZ|20210929|||
301073.SZ|20210930|||
301075.SZ|20210929|||
301076.SZ|20211011|||
301077.SZ|20210930|||
301078.SZ|20211014|||
301079.SZ|20211019|||
301080.SZ|20211018|||
301081.SZ|20211020|||
301082.SZ|20211027|||
301083.SZ|20211021|||
301085.SZ|20211018|||
301086.SZ|20211020|||
301087.SZ|20211025|||
301088.SZ|20211028|||
301089.SZ|20211027|||
301090.SZ|20211026|||
301091.SZ|20211029|||
301092.SZ|20211102|||
301093.SZ|20211101|||
301095.SZ|20220805||20220804|
301096.SZ|20211220||20211220|
301097.SZ|20220407||20220406|
301098.SZ|20211112|||
301099.SZ|20211122|||
301100.SZ|20211217||20211217|
301101.SZ|20211216||20211216|
301102.SZ|20220328||20220328|
301103.SZ|20220322||20220322|
301105.SZ|20221230||20221229|
301106.SZ|20220128||20220128|
301107.SZ|20220524||20220523|
301108.SZ|20211203||20211203|
301109.SZ|20220413||20220412|
301110.SZ|20220311||20220311|
301111.SZ|20211207||20211207|
301112.SZ|20220629||20220628|
301113.SZ|20211222||20211222|
301115.SZ|20220831||20220830|
301116.SZ|20220118||20220118|
301117.SZ|20220117||20220117|
301118.SZ|20211118|||
301119.SZ|20211122|||
301120.SZ|20220419||20220418|
301121.SZ|20220808||20220805|
301122.SZ|20220126||20220126|
301123.SZ|20220125||20220125|
301125.SZ|20220608||20220608|
301126.SZ|20211207||20211207|
301127.SZ|20211230||20211230|
301128.SZ|20211110|||
301129.SZ|20211102|||
301130.SZ|20220223||20220223|
301131.SZ|20220314||20220314|
301132.SZ|20220810||20220809|
301133.SZ|20211126||20211126|
301135.SZ|20220412||20220411|
301136.SZ|20220111||20220111|
301137.SZ|20220322||20220322|
301138.SZ|20211215||20211215|
301139.SZ|20220708||20220707|
301141.SZ|20230403||20230331|
301148.SZ|20220421||20220420|
301149.SZ|20211110|||
301150.SZ|20220421||20220420|
301151.SZ|20220411||20220408|
301152.SZ|20220829||20220826|
301153.SZ|20220518||20220517|
301155.SZ|20211124|||
301156.SZ|20220617||20220617|
301157.SZ|20230309||20230308|
301158.SZ|20220117||20220117|
301159.SZ|20220107||20220107|
301160.SZ|20220606||20220606|
301161.SZ|20220914||20220913|
301162.SZ|20220429||20220428|
301163.SZ|20220419||20220418|
301165.SZ|20221121||20221118|
301166.SZ|20211228||20211228|
301167.SZ|20211206||20211207|
301168.SZ|20211210||20211210|
301169.SZ|20211103|||
301170.SZ|20230627||20230626|
301171.SZ|20220819||20220818|
301172.SZ|20230726||20230725|
301175.SZ|20220708||20220707|
301176.SZ|20220928||20220927|
301177.SZ|20211215||20211215|
301178.SZ|20211112|||
301179.SZ|20211208||20211208|
301180.SZ|20211116|||
301181.SZ|20220221||20220221|
301182.SZ|20211223||20211223|
301183.SZ|20220524||20220523|
301185.SZ|20211119|||
301186.SZ|20211223||20211223|
301187.SZ|20220422||20220421|
301188.SZ|20211111|||
301189.SZ|20211228||20211228|
301190.SZ|20211224||20211224|
301191.SZ|20220526||20220525|
301192.SZ|20220811||20220810|
301193.SZ|20211209||20211209|
301195.SZ|20220801||20220729|
301196.SZ|20220111||20220111|
301197.SZ|20220808||20220805|
301198.SZ|20211202||20211202|
301199.SZ|20211207||20211207|
301200.SZ|20220228||20220228|
301201.SZ|20220120||20220120|
301202.SZ|20230705||20230704|
301203.SZ|20230404||20230403|
301205.SZ|20220913||20220909|
301206.SZ|20220210||20220210|
301207.SZ|20220218||20220218|
301208.SZ|20220707||20220706|
301209.SZ|20220825||20220824|
301210.SZ|20230630||20230629|
301211.SZ|20211222||20211222|
301212.SZ|20220419||20220418|
301213.SZ|20211206||20211207|
301215.SZ|20220308||20220308|
301216.SZ|20220329||20220329|
301217.SZ|20220127||20220127|
301218.SZ|20220307||20220307|
301219.SZ|20220317||20220317|
301220.SZ|20220622||20220622|
301221.SZ|20211222||20211222|
301222.SZ|20220309||20220309|
301223.SZ|20221026||20221025|
301225.SZ|20230616||20230615|
301226.SZ|20220325||20220325|
301227.SZ|20220926||20220923|
301228.SZ|20220128||20220128|
301229.SZ|20220222||20220222|
301230.SZ|20221101||20221031|
301231.SZ|20220908||20220908|
301232.SZ|20230615||20230614|
301233.SZ|20220706||20220705|
301234.SZ|20220705||20220704|
301235.SZ|20220128||20220128|
301236.SZ|20220315||20220315|
301237.SZ|20220323||20220323|
301238.SZ|20220617||20220617|
301239.SZ|20220705||20220704|
301246.SZ|20230320||20230317|
301248.SZ|20220420||20220419|
301251.SZ|20230906||20230905|
301252.SZ|20230525||20230524|
301255.SZ|20221227||20221226|
301256.SZ|20220322||20220322|
301257.SZ|20220517||20220516|
301258.SZ|20220329||20220329|
301259.SZ|20220426||20220425|
301260.SZ|20230208||20230207|
301261.SZ|20230710||20230707|
301262.SZ|20230620||20230619|
301263.SZ|20220329||20220329|
301265.SZ|20221216||20221215|
301266.SZ|20220608||20220608|
301267.SZ|20221107||20221104|
301268.SZ|20220407||20220406|
301269.SZ|20220729||20220728|
301270.SZ|20220831||20220830|
301272.SZ|20230713||20230712|
301273.SZ|20221025||20221024|
301276.SZ|20220909||20220908|
301277.SZ|20221116||20221115|
301278.SZ|20220804||20220803|
301279.SZ|20220413||20220412|
301280.SZ|20221226||20221223|
301281.SZ|20230404||20230403|
301282.SZ|20220826||20220825|
301283.SZ|20220902||20220901|
301285.SZ|20220928||20220927|
301286.SZ|20220614||20220614|
301287.SZ|20230614||20230613|
301288.SZ|20220422||20220421|
301289.SZ|20220622||20220622|
301290.SZ|20221130||20221129|
301291.SZ|20230630||20230629|
301292.SZ|20230707||20230706|
301293.SZ|20230505||20230504|
301295.SZ|20230628||20230627|
301296.SZ|20220902||20220901|
301297.SZ|20221230||20221229|
301298.SZ|20220606||20220606|
301299.SZ|20221019||20221018|
301300.SZ|20220819||20220818|
301301.SZ|20221227||20221226|
301302.SZ|20220623||20220623|
301303.SZ|20230220||20230217|
301305.SZ|20230523||20230522|
301306.SZ|20220726||20220725|
301307.SZ|20230424||20230421|
301308.SZ|20220805||20220804|
301309.SZ|20220919||20220916|
301310.SZ|20230602||20230601|
301311.SZ|20221130||20221129|
301312.SZ|20220711||20220708|
301313.SZ|20220930||20220929|
301314.SZ|20230328||20230327|
301315.SZ|20230621||20230620|
301316.SZ|20221013||20221012|
301317.SZ|20230119||20230118|
301318.SZ|20220810||20220809|
301319.SZ|20220929||20220928|
301320.SZ|20230609||20230608|
301321.SZ|20220818||20220817|
301322.SZ|20230306||20230306|
301323.SZ|20230606||20230605|
301325.SZ|20230512||20230512|
301326.SZ|20220921||20220920|
301327.SZ|20220919||20220916|
301328.SZ|20220908||20220908|
301329.SZ|20230717||20230714|
301330.SZ|20220817||20220816|
301331.SZ|20220921||20220920|
301332.SZ|20230518||20230517|
301333.SZ|20220802||20220801|
301335.SZ|20221118||20221117|
301336.SZ|20220812||20220811|
301337.SZ|20230526||20230525|
301338.SZ|20220816||20220815|
301339.SZ|20220909||20220908|
301345.SZ|20230321||20230320|
301348.SZ|20230810||20230809|
301349.SZ|20220909||20220908|
301353.SZ|20230530||20230529|
301355.SZ|20230612||20230609|
301356.SZ|20221114||20221111|
301357.SZ|20230418||20230417|
301358.SZ|20230209||20230208|
301359.SZ|20221109||20221108|
301360.SZ|20230425||20230424|
301361.SZ|20221116||20221115|
301362.SZ|20230804||20230803|
301363.SZ|20221012||20221011|
301365.SZ|20221122||20221121|
301366.SZ|20220926||20220923|
301367.SZ|20221101||20221031|
301368.SZ|20221215||20221214|
301369.SZ|20220922||20220921|
301370.SZ|20230712||20230711|
301371.SZ|20230801||20230731|
301372.SZ|20230811||20230810|
301373.SZ|20230208||20230207|
301376.SZ|20230621||20230620|
301377.SZ|20221122||20221121|
301378.SZ|20230320||20230317|
301379.SZ|20221101||20221031|
301380.SZ|20221025||20221024|
301381.SZ|20230712||20230711|
301382.SZ|20230517||20230516|
301383.SZ|20230609||20230608|
301386.SZ|20230329||20230328|
301387.SZ|20230418||20230417|
301388.SZ|20221109||20221108|
301389.SZ|20221031||20221028|
301390.SZ|20230508||20230505|
301391.SZ|20221201||20221130|
301392.SZ|20240605||20240604|
301393.SZ|20230712||20230711|
301395.SZ|20230703||20230630|
301396.SZ|20221111||20221110|
301397.SZ|20230628||20230627|
301398.SZ|20221215||20221214|
301399.SZ|20230523||20230522|
301408.SZ|20230301||20230228|
301413.SZ|20231218||20231215|
301418.SZ|20230821||20230818|
301419.SZ|20230209||20230208|
301421.SZ|20230823||20230822|
301428.SZ|20230519||20230518|
301429.SZ|20230417||20230414|
301439.SZ|20230317||20230316|
301446.SZ|20230725||20230724|
301448.SZ|20230619||20230616|
301456.SZ|20230714||20230713|
301459.SZ|20231213||20231212|
301468.SZ|20230724||20230721|
301469.SZ|20230822||20230821|
301486.SZ|20230707||20230706|
301487.SZ|20230809||20230808|
301488.SZ|20230704||20230703|
301489.SZ|20231024||20231024|
301498.SZ|20230816||20230815|
301499.SZ|20230721||20230720|
301500.SZ|20230921||20230920|
301502.SZ|20240202||20240201|
301503.SZ|20230717||20230714|
301505.SZ|20230719||20230718|
301507.SZ|20230905||20230904|
301508.SZ|20231201||20231130|
301509.SZ|20230803||20230802|
301510.SZ|20230815||20230814|
301511.SZ|20230817||20230816|
301512.SZ|20230720||20230719|
301515.SZ|20230725||20230724|
301516.SZ|20231208||20231207|
301517.SZ|20231017||20231016|
301518.SZ|20230803||20230802|
301519.SZ|20230727||20230726|
301520.SZ|20230925||20230922|
301522.SZ|20241016||20241015|
301525.SZ|20230830||20230829|
301526.SZ|20231226||20231225|
301528.SZ|20230828||20230825|
301529.SZ|20230911||20230908|
301533.SZ|20230818||20230817|
301536.SZ|20240328||20240327|
301538.SZ|20240320||20240319|
301539.SZ|20240415||20240412|
301548.SZ|20230920||20230919|
301550.SZ|20230915||20230914|
301551.SZ|20240926||20240925|
301552.SZ|20240722||20240719|
301555.SZ|20231031||20231030|
301556.SZ|20241017||20241016|
301558.SZ|20230928||20230927|
301559.SZ|20231011||20231010|
301565.SZ|20240620||20240623|
301566.SZ|20231229||20231228|
301567.SZ|20240116||20240115|
301568.SZ|20231128||20231127|
301571.SZ|20240821||20240820|
301577.SZ|20240124||20240123|
301578.SZ|20231228||20231227|
301580.SZ|20240626||20240625|
301586.SZ|20240828||20240827|
301587.SZ|20240408||20240403|
301588.SZ|20240313||20240312|
301589.SZ|20240208||20240207|
301591.SZ|20240228||20240227|
301592.SZ|20241024||20241023|
301596.SZ|20240513||20240510|
301600.SZ|20240911||20240910|
301603.SZ|20240710||20240709|
301606.SZ|20240726||20240725|
301607.SZ|20240904||20240903|
301608.SZ|20240801||20240731|
301611.SZ|20240816||20240815|
301613.SZ|20241025||20241024|
301617.SZ|20241211||20241210|
301618.SZ|20240930||20240927|
301622.SZ|20241204||20241204|
301626.SZ|20241024||20241023|
301628.SZ|20241031||20241030|
301631.SZ|20241122||20241121|
301633.SZ|20241107||20241106|
600000.SH|19991110|||
600001.SH|19980122|20091229||
600002.SH|19980408|20060424||
600003.SH|19990810|20100226||
600004.SH|20030428|||
600005.SH|19990803|20170214||
600006.SH|19990727|||
600007.SH|19990312|||
600008.SH|20000427|||
600009.SH|19980218|||
600010.SH|20010309|||
600011.SH|20011206|||
600012.SH|20030107|||
600015.SH|20030912|||
600016.SH|20001219|||
600017.SH|20061017|||
600018.SH|20061026|||
600019.SH|20001212|||
600020.SH|20030808|||
600021.SH|20031029|||
600022.SH|20040629|||
600023.SH|20131219|||
600025.SH|20171215|||
600026.SH|20020523|||
600027.SH|20050203|||
600028.SH|20010808|||
600029.SH|20030725|||
600030.SH|20030106|||
600031.SH|20030703|||
600032.SH|20210525|||
600033.SH|20010209|||
600035.SH|20040310|||
600036.SH|20020409|||
600037.SH|20010208|||
600038.SH|20001218|||
600039.SH|20030325|||
600048.SH|20060731|||
600050.SH|20021009|||
600051.SH|19970410|||
600052.SH|19970415|||
600053.SH|19970418|||
600054.SH|19970506|||
600055.SH|19970519|||
600056.SH|19970515|||
600057.SH|19970604|||
600058.SH|19970528|||
600059.SH|19970516|||
600060.SH|19970422|||
600061.SH|19970519|||
600062.SH|19970522|||
600063.SH|19970528|||
600064.SH|19970506|||
600065.SH|19970523|20071213||
600066.SH|19970508|||
600067.SH|19970508|||
600068.SH|19970526|20210913||
